,NAME,COVER,STORYLINE
129,超级宠物,,华纳宣布与DC共同开发的新片[超级宠物联盟](DC Super Pets，暂译)北美定档2021年5月21日。影片由贾里德·斯特恩([乐高蝙蝠侠大电影]编剧)、山姆·J·莱文([无敌破坏王]编剧)共同执导。原漫画此前曾被制作成动画剧集，主角为正义联盟成员的宠物们，包括超人的狗狗小氪，蝙蝠侠的宠物蝙蝠牛，超女的宠物猫Streaky，海王的宠物海马Storm等。
130,Untitled Maria Callas Project,,
131,沙堡帝国,,派拉蒙要将青少年末日预警题材小说《沙堡帝国》搬上大银幕，莱昂纳多·迪卡普里奥的制片公司Appian Way已买下小说改编权并负责制片。环保问题一直是小李关注的焦点。小说聚焦气候变化，故事设定在2049年。一个名为“狼群”的激进派系推翻政府取得控制权，而少女伊登从集中营逃出并发现惊天秘密。
132,革命往事,https://img1.doubanio.com/view/subject/l/public/s4061297.jpg,塞尔维亚导演埃米尔·库斯图里卡（Emir Kusturica）最近在筹拍一部讲述墨西哥革命英雄派其奥·维拉（Pancho Villa）故事的西班牙语传记片，约翰尼·德普（Johnny Depp）有望担纲主演，扮演这位墨西哥历史上著名的开国功臣。
133,杀破狼3,,导演叶伟信透露，因为吴京拍《战狼2》的关系，特意推迟了《杀破狼3》的拍摄。所以《贪狼》并非大家以为的《杀破狼3》，而是系列的一部独立续集番外篇。
134,二十一世纪特工,,
135,Mahabharata: Part 2,,"When he discovers that the Kurukshetra war represents his own mind and the enemies turns out to be his inner fears, Bhimasena,along with his four brothers, wreak havoc across the battlefield."
136,Martian Time-Slip,,
137,Villains,,
138,福特之城,,A dramatic romance between Joanna shared a Brazilian who has learned to assert their rights as workers and Mitchell was an American expatriate who Americanism against Ford on behalf of a great love.
139,黑鹰,,史蒂文·斯皮尔伯格将与DC合作拍摄超级英雄电影，这是斯导第一次涉足超英题材影片。 主角是DC漫画人物“黑鹰”，黑鹰原本属于质量漫画旗下人物，1956年被DC漫画收购，成为了DC漫画的超级英雄角色。在新52之前，黑鹰本名雅诺什·普罗哈斯卡（Janos Prohaska），是黑鹰小队的领导者，常胜七勇士以及全明星中队成员。新52的黑影本名安德鲁·林肯（Andrew Lincoln），是黑鹰项目成员。
140,汽车人总动员2：疯狂逆袭,,虽涉嫌深度抄袭迪士尼的《赛车总动员》，国产动画电影《汽车人总动员》仍预备制作续集。该片导演卓建荣近日表示，续集定名为《汽车人总动员2：疯狂逆袭》，将于2017年暑期档以3D形式上映。影片拟邀TFBOYS组合担任电影配音，但目前TFBOYS方面并无回应。
141,神庙逃亡,,"Feature film based on the video game, ""Temple Run"", centering on an explorer trying to steal an idol."
142,未定名保罗·罗伯逊传记电影,,《为奴十二年》导演史蒂夫·麦奎因透露，他的下一部电影是关于美国著名男低音歌唱家、演员、社会活动家保罗·罗伯逊的传记电影。据悉，哈里·贝拉方特将出演这部电影其中的一个角色。目前，这部电影具体的开机时间还未最终确定。
143,重金属,,派拉蒙将制作一部由科幻杂志“Heavy Metal”（《重金属》）启发的动画电影，该片类似《黑客帝国动画版》，也是由若干部短片构成的。今天据Film School Rejects报道，有多位名导将加入该片，分别执导其中的一部分。
144,女巫猎人,,约翰·希尔寇特([无法无天])将执导重制版[女巫猎人]。本片由乔恩·克罗克([黑衣女人2：死亡天使])撰写剧本，将于今年晚些时候开始选角。尼古拉斯·温丁·雷弗恩等担任制片人。原版影片由文森特·普莱斯、伊恩·奥格尔维、鲁珀特·戴维斯主演，改编自罗纳德·巴塞特的小说。故事发生在1645年的英格兰诺福克，是对现实生活中的女巫猎人马修·霍普金斯以及他在英国内战期间犯下的滔天罪行的虚构探究。
145,窈窕淑女,https://img3.doubanio.com/view/subject/l/public/s4252822.jpg,卖花女伊莉莎·杜利特尔，长得眉清目秀，聪明伶俐，但出身寒微，家境贫寒。她每天到街头叫卖鲜花，赚点钱养活自己补贴父亲。一天，伊莉莎低俗的口音引起了语言学家希金斯教授的注意，教授夸口只要经过他的训练，卖花女也可以成为贵夫人。伊莉莎觉得教授说的话对她是一个机会，就主动上门要求 教授训练她，并付学费。被嘲弄后，教授的朋友皮克林（为了成全伊莉莎）和他打赌，如果让伊莉莎以贵夫人的身份出席两个月后将举办的大使游园会而不被人识破真相，那么皮克林愿意承担一切试验费用和伊莉莎的学费，这激起了教授的斗志，希金斯欣然接受了挑战。他是不甘示弱的，他从最基本的字母发音开始教起。希金斯是个精力旺盛和讲究科学的学者，对每一件感兴趣的事都能废寝忘食。他胸怀坦荡、丝毫不怀任何恶意，但他又象孩子一样，毫不顾及他人的感情，对伊莉莎严加训练。 来源：
146,白色爵士,,"Set in late 1950s Los Angeles, as vice cop Dave Klein senses he's being set up by the police commissioner, he sets out to expose a decades-old network of corruption engineered by the LAPD."
147,老虎和兔子,,著名日本动画《老虎和兔子》(TIGER & BUNNY)将被拍成好莱坞真人电影，华裔企业家唐伟旗下的Global Road Entertainment近日宣布了该消息，他们将与动画版的打造者万代南宫梦、朗·霍华德的Imagine Entertainment、阿齐瓦·高斯曼的Weed Road Pictures在未来三年内一起做这部真人版。之前该动画有过拍好莱坞真人版的消息，这次编剧也还是此前找的Ellen Shanman(《毫不畏惧》《加拉赫女孩》)，不过之前的项目长期没有更新，如今看Global Road加入后会不会有大的进度推进。电影剧情仍将讲述在近未来都市Stern Bild，老兵虎和年轻搭档兔一起打击超能力犯罪分子。
148,伯恩斯坦,,布莱德利·库珀将自导自演传记影片[伯恩斯坦](Bernstein，暂译)，[聚焦]、[华盛顿邮报]编剧乔希·辛格操刀剧本。库珀、史蒂文·斯皮尔伯格、马丁·斯科塞斯、弗雷德·伯纳等将担任制作。影片围绕传奇指挥家、作曲家伦纳德·伯恩斯坦([西区故事])的生平故事展开。本片为今年第二个关于伯恩斯坦的电影项目，先前有杰克·吉伦哈尔主演、凯瑞·福永执导的[美国人]。
149,未定名尤利西斯·格兰特传记片,,斯皮尔伯格和莱昂纳多·迪卡普里奥有望自《猫鼠游戏》后再次合作：老斯在早期商谈加盟美国军事家、政治家尤利西斯·格兰特的传记片，狮门出品，小李此前已是制片人身份，老斯有意执导、小李主演，目前都还没定。狮门去年拿下了 Ron Chernow所著传记书《格兰特》的电影改编权，剧本由刚刚和狮门合作了《罗宾汉：起源》的David James Kelly操刀。
150,摩登原始人,,华纳动画最近确认将把大伙喜爱的动画电视剧《摩登原始人》（The Flintstones）以动画片的形式再度搬上大银幕，喜剧演员威尔·法瑞尔（Will Ferrell）将参与该片的制片。
151,永恒的爱,,大卫·雷奇(《死侍2》《疾速追杀》)将执导漫画改编电影《永恒的爱》(Undying Love)，Studio 8制作，托米·维尔科拉(《猎杀星期一》《女巫猎人》)编写剧本。漫画由Tomm Coker 和Daniel Freedman创作，设定在现代香港，中国民间传说与重新改造的吸血鬼传说相碰撞，讲述以时代为背景的动作冒险故事：退伍军人约翰·萨金特爱上了一个吸血鬼——一个叫梅的中国女人。为了让梅摆脱吸血鬼的诅咒，约翰必须在香港黑社会杀出一条血路，杀死改变她的吸血鬼。碰巧，梅被史上最强大的吸血鬼之一改变了。
152,老虎的学徒,,
153,去拉萨,,2012年博纳公布《去拉萨》项目之后，于2013年9月26日如约开机了，讲述了面临中年危机酒吧调酒师、富有的商人太太、丧偶的老军人三个迥然不同的人物，面对各自的困难和尊严的故事。然而，持续拍到13年底，《去拉萨》迟迟没有杀青的消息，之后更是石沉大海音讯全无了。
154,超能失控2,,《超能失控2》将继续讲述安德鲁一行人的超能之旅
155,莫斯科任务,,博纳公布新片计划 徐克将开拍《智取威虎山3D》
156,未定名崔东勋导演电影,,导演崔东勋的最新“群星阵容”外星人题材科幻大片将于2019年底或2020年初开机。此前因为确诊鼻咽癌而错过与之合作的金宇彬有望通过该片回归影坛，同时加盟的演员还有全智贤、柳俊烈和金泰梨。
157,中国奥德赛,,
158,Cold Warriors,,The stepson of a retired CIA agent forgoes a video game conference in The City of Love to help his stepfather end a Cold War era mission.
159,落水鸟,,A playwright's life begins to mingle with the fictional characters he has created.
160,超级宠物,,华纳宣布与DC共同开发的新片[超级宠物联盟](DC Super Pets，暂译)北美定档2021年5月21日。影片由贾里德·斯特恩([乐高蝙蝠侠大电影]编剧)、山姆·J·莱文([无敌破坏王]编剧)共同执导。原漫画此前曾被制作成动画剧集，主角为正义联盟成员的宠物们，包括超人的狗狗小氪，蝙蝠侠的宠物蝙蝠牛，超女的宠物猫Streaky，海王的宠物海马Storm等。
161,Quasimodo,,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her."
162,未定名李·米勒传记片,,凯特·温斯莱特将再度出演真实人物——美国时装模特、艺术家和战地记者李·米勒。影片根据传记《李·米勒的生活》（The Lives of Lee Miller）改编，讲述她的传奇故事。影片暂未命名。
163,City of Lies,,
164,弗兰克或是弗朗西斯,,
165,玛士撒拉,,乔·沃茨([蜘蛛侠：英雄归来])商谈执导迈克尔·B·乔丹主演华纳新片[玛士撒拉]。扎克·迪恩([陷阱])撰写初版剧本，托尼·吉尔罗伊([夜行者])撰写最新版本剧本，目前仍在寻找编剧重写撰写剧本。影片将讲述《圣经》中活了969岁的玛士撒拉的故事。在玛土撒拉969岁那年，希伯来历世界纪元1656年的第11个玛西班月，他过世了。在玛土撒拉死去后7天，世界发生大洪水。他的长寿使其名字成为了不少古老东西的代名词。迈克尔·B·乔丹、大卫·海曼、杰弗里·克利福德担任制作人。
166,牧羊少年奇幻之旅,https://img3.doubanio.com/view/subject/l/public/s2567190.jpg,Paulo Coelho 畅销新世纪(new age)灵魂小说《The Alchemist》(炼金士)将被华纳兄弟(WB)搬上大银幕。该书一经出版受到大量读者好评，号称一部触动灵魂之作。
167,地心历险记3,,"Sean and Hank go on their biggest adventure yet, to the moon."
